Run,Assay Type,AvgSpotLen,BioProject,BioSample,BioSampleModel,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,MBases,MBytes,Organism,Platform,ReleaseDate,sample_acc,Sample Name,SRA Study,tissue,dev_stage,experiment_batch,Cultivar,Biomaterial_provider,Ecotype,treatment
SRR6320512,DNase-Hypersensitivity,300,PRJNA381300,SAMN08095261,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3420379,DNase-seq,China,Asia,China: Shandong,HiSeq X Ten,Apple_immature_DNase-seq_2:PH066:DNase-seq:paired:HiSeqXTen,PAIRED,DNase,GENOMIC,3809,1536,Malus domestica,ILLUMINA,2017-11-23T00:00:00Z,SRS2712244,Apple_immature_DNase-seq_2,SRP102870,fruit flesh,immature,2,Golden Delicious,,,
SRR6320513,ChIP-Seq,35,PRJNA381300,SAMN08095252,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3420378,H3K4me3 ChIP-seq,USA,North America,USA,Illumina HiSeq 2000,AC_leaf_H3K4me3_1:pre:ChIP-seq:singe:HiSeq2000,SINGLE,ChIP,GENOMIC,348,191,Solanum lycopersicum,ILLUMINA,2017-11-23T00:00:00Z,SRS2712243,AC_leaf_H3K4me3_1,SRP102870,leaf,not collected,1,AC,,,
SRR6320514,ChIP-Seq,35,PRJNA381300,SAMN08095253,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3420377,H3K4me3 ChIP-seq,USA,North America,USA,Illumina HiSeq 2000,AC_leaf_H3K4me3_2:pre:ChIP-seq:singe:HiSeq2000,SINGLE,ChIP,GENOMIC,325,180,Solanum lycopersicum,ILLUMINA,2017-11-23T00:00:00Z,SRS2712242,AC_leaf_H3K4me3_2,SRP102870,leaf,not collected,2,AC,,,
SRR6320515,ChIP-Seq,150,PRJNA381300,SAMN08095254,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3420376,H3K4me3 ChIP-seq,China,Asia,China: Hong Kong,HiSeq X Ten,AC_17DPA_H3K4me3_1:SZ050416A:ChIP-seq:paired:HiSeqXTen,PAIRED,ChIP,GENOMIC,1393,521,Solanum lycopersicum,ILLUMINA,2017-11-23T00:00:00Z,SRS2712241,AC_17DPA_H3K4me3_1,SRP102870,fruit flesh,17 days post anthesis,1,AC,,,
SRR6320516,ChIP-Seq,150,PRJNA381300,SAMN08095255,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3420375,H3K4me3 ChIP-seq,China,Asia,China: Hong Kong,HiSeq X Ten,AC_17DPA_H3K4me3_2:SZ050416A:ChIP-seq:paired:HiSeqXTen,PAIRED,ChIP,GENOMIC,1154,432,Solanum lycopersicum,ILLUMINA,2017-11-23T00:00:00Z,SRS2712240,AC_17DPA_H3K4me3_2,SRP102870,fruit flesh,17 days post anthesis,2,AC,,,
SRR6320517,ChIP-Seq,150,PRJNA381300,SAMN08095256,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3420374,H3K4me3 ChIP-seq,China,Asia,China: Hong Kong,HiSeq X Ten,AC_ripe_H3K4me3_1:SZ050416A:ChIP-seq:paired:HiSeqXTen,PAIRED,ChIP,GENOMIC,739,274,Solanum lycopersicum,ILLUMINA,2017-11-23T00:00:00Z,SRS2712239,AC_ripe_H3K4me3_1,SRP102870,fruit flesh,ripe,1,AC,,,
SRR6320518,ChIP-Seq,150,PRJNA381300,SAMN08095257,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3420373,H3K4me3 ChIP-seq,China,Asia,China: Hong Kong,HiSeq X Ten,AC_ripe_H3K4me3_2:SZ050416A:ChIP-seq:paired:HiSeqXTen,PAIRED,ChIP,GENOMIC,902,338,Solanum lycopersicum,ILLUMINA,2017-11-23T00:00:00Z,SRS2712238,AC_ripe_H3K4me3_2,SRP102870,fruit flesh,ripe,2,AC,,,
SRR6320519,ChIP-Seq,300,PRJNA381300,SAMN08095258,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3420372,H3K4me3 ChIP-seq,China,Asia,China: Hong Kong,HiSeq X Ten,nor_47DPA_H3K4me3_1:PH035:ChIP-seq:paired:HiSeqXTen,PAIRED,ChIP,GENOMIC,3787,1550,Solanum lycopersicum,ILLUMINA,2017-11-23T00:00:00Z,SRS2712237,nor_47DPA_H3K4me3_1,SRP102870,fruit flesh,47 days post anthesis,1,nor,,,
SRR6320520,ChIP-Seq,300,PRJNA381300,SAMN08095259,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3420371,H3K4me3 ChIP-seq,China,Asia,China: Hong Kong,HiSeq X Ten,rin_47DPA_H3K4me3_1:PH035:ChIP-seq:paired:HiSeqXTen,PAIRED,ChIP,GENOMIC,3315,1369,Solanum lycopersicum,ILLUMINA,2017-11-23T00:00:00Z,SRS2712236,rin_47DPA_H3K4me3_1,SRP102870,fruit flesh,47 days post anthesis,1,rin,,,
SRR6320521,ChIP-Seq,300,PRJNA381300,SAMN08095247,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3420370,H3K4me3 ChIP-seq,China,Asia,China: Guangzhou,HiSeq X Ten,Papaya_leaf_H3K4me3_1:PH067:ChIP-seq:paired:HiSeqXTen,PAIRED,ChIP,GENOMIC,3638,1482,Carica papaya,ILLUMINA,2017-11-23T00:00:00Z,SRS2712235,Papaya_leaf_H3K4me3_1,SRP102870,leaf,not collected,1,Tainong1,,,
SRR6320523,ChIP-Seq,300,PRJNA381300,SAMN08095249,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3420368,H3K4me3 ChIP-seq,China,Asia,China: Zhengzhou,HiSeq X Ten,Peach_leaf_H3K4me3_1:PH033:ChIP-seq:paired:HiSeqXTen,PAIRED,ChIP,GENOMIC,4611,1982,Prunus persica,ILLUMINA,2017-11-23T00:00:00Z,SRS2712232,Peach_leaf_H3K4me3_1,SRP102870,leaf,not collected,1,babygold,,,
SRR6320524,ChIP-Seq,300,PRJNA381300,SAMN08095248,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3420367,H3K4me3 ChIP-seq,China,Asia,China: Zhengzhou,HiSeq X Ten,Peach_NJC83_immature_H3K4me3_1:PH087:ChIP-seq:paired:HiSeqXTen,PAIRED,ChIP,GENOMIC,3681,1333,Prunus persica,ILLUMINA,2017-11-23T00:00:00Z,SRS2712231,Peach_NJC83_immature_H3K4me3_1,SRP102870,fruit flesh,immature,1,NJC 83,,,
SRR6320525,ChIP-Seq,300,PRJNA381300,SAMN08095243,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3420366,H3K4me3 ChIP-seq,China,Asia,China: Guangzhou,HiSeq X Ten,Ma_pulp_S3_H3K4me3_1:PH029:ChIP-seq:paired:HiSeqXTen,PAIRED,ChIP,GENOMIC,2993,1255,Musa acuminata AAA Group,ILLUMINA,2017-11-23T00:00:00Z,SRS2712230,Ma_pulp_S3_H3K4me3_1,SRP102870,pulp,stage 3 of 4 (from immature to ripe),1,Cavendish,,,
SRR6320526,ChIP-Seq,300,PRJNA381300,SAMN08095242,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3420365,H3K4me3 ChIP-seq,China,Asia,China: Guangzhou,HiSeq X Ten,Ma_pulp_S2_H3K4me3_1:PH029:ChIP-seq:paired:HiSeqXTen,PAIRED,ChIP,GENOMIC,3089,1259,Musa acuminata AAA Group,ILLUMINA,2017-11-23T00:00:00Z,SRS2712234,Ma_pulp_S2_H3K4me3_1,SRP102870,pulp,stage 2 of 4 (from immature to ripe),1,Cavendish,,,
SRR6320527,ChIP-Seq,300,PRJNA381300,SAMN08095245,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3420364,H3K4me3 ChIP-seq,China,Asia,China: Hong Kong,HiSeq X Ten,VED_40DPA_H3K4me3_1:PH025:ChIP-seq:paired:HiSeqXTen,PAIRED,ChIP,GENOMIC,1456,596,Cucumis melo,ILLUMINA,2017-11-23T00:00:00Z,SRS2712229,VED_40DPA_H3K4me3_1,SRP102870,fruit flesh,40 days post anthesis,1,Vedrantais,,,
SRR6320528,ChIP-Seq,300,PRJNA381300,SAMN08095244,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3420363,H3K4me3 ChIP-seq,China,Asia,China: Guangzhou,HiSeq X Ten,Ma_pulp_S4_H3K4me3_1:PH035:ChIP-seq:paired:HiSeqXTen,PAIRED,ChIP,GENOMIC,4342,1839,Musa acuminata AAA Group,ILLUMINA,2017-11-23T00:00:00Z,SRS2712228,Ma_pulp_S4_H3K4me3_1,SRP102870,pulp,stage 4 of 4 (from immature to ripe),1,Cavendish,,,
SRR6320529,ChIP-Seq,300,PRJNA381300,SAMN08095251,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3420362,H3K4me3 ChIP-seq,China,Asia,China: Zhengzhou,HiSeq X Ten,Peach_ripe_H3K4me3_1:PH027:ChIP-seq:paired:HiSeqXTen,PAIRED,ChIP,GENOMIC,2708,1188,Prunus persica,ILLUMINA,2017-11-23T00:00:00Z,SRS2712227,Peach_ripe_H3K4me3_1,SRP102870,fruit flesh,ripe,1,not collected,,,
SRR6320530,ChIP-Seq,300,PRJNA381300,SAMN08095250,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3420361,H3K4me3 ChIP-seq,China,Asia,China: Zhengzhou,HiSeq X Ten,Peach_ripe_H3K4me3_2:PH025:ChIP-seq:paired:HiSeqXTen,PAIRED,ChIP,GENOMIC,1849,746,Prunus persica,ILLUMINA,2017-11-23T00:00:00Z,SRS2712226,Peach_ripe_H3K4me3_2,SRP102870,fruit flesh,ripe,2,babygold,,,
SRR6320531,RNA-Seq,300,PRJNA381300,SAMN08095292,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3420360,RNA-seq,China,Asia,China: Guangzhou,HiSeq X Ten,Banana_pulp_S4_RNA-seq_2:PH094:RNA-seq:paired:HiSeqXTen,PAIRED,RANDOM PCR,TRANSCRIPTOMIC,2079,852,Musa acuminata AAA Group,ILLUMINA,2017-11-23T00:00:00Z,SRS2712225,Banana_pulp_S4_RNA-seq_2,SRP102870,pulp,stage 4 of 4 (from immature to ripe),2,Cavendish,,,
SRR6320532,RNA-Seq,300,PRJNA381300,SAMN08095293,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3420359,RNA-seq,China,Asia,China: Hong Kong,HiSeq X Ten,Cucumber_leaf_RNA-seq_2:PH094:RNA-seq:paired:HiSeqXTen,PAIRED,RANDOM PCR,TRANSCRIPTOMIC,958,380,Cucumis sativus,ILLUMINA,2017-11-23T00:00:00Z,SRS2712224,Cucumber_leaf_RNA-seq_2,SRP102870,leaf,not collected,2,Chinese Long (line9930),,,
SRR6320533,RNA-Seq,300,PRJNA381300,SAMN08095294,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3420358,RNA-seq,China,Asia,China: Hong Kong,HiSeq X Ten,Cucumber_10DPA_RNA-seq_2:PH094:RNA-seq:paired:HiSeqXTen,PAIRED,RANDOM PCR,TRANSCRIPTOMIC,1327,522,Cucumis sativus,ILLUMINA,2017-11-23T00:00:00Z,SRS2712223,Cucumber_10DPA_RNA-seq_2,SRP102870,fruit flesh,10 days post anthesis,2,Chinese Long (line9930),,,
SRR6320534,RNA-Seq,300,PRJNA381300,SAMN08095295,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3420357,RNA-seq,China,Asia,China: Hong Kong,HiSeq X Ten,Cucumber_20DPA_RNA-seq_2:PH094:RNA-seq:paired:HiSeqXTen,PAIRED,RANDOM PCR,TRANSCRIPTOMIC,2480,971,Cucumis sativus,ILLUMINA,2017-11-23T00:00:00Z,SRS2712222,Cucumber_20DPA_RNA-seq_2,SRP102870,fruit flesh,20 days post anthesis,2,Chinese Long (line9930),,,
SRR6320535,RNA-Seq,300,PRJNA381300,SAMN08095296,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3420356,RNA-seq,China,Asia,China: Hong Kong,HiSeq X Ten,Cucumber_30DPA_RNA-seq_2:PH094:RNA-seq:paired:HiSeqXTen,PAIRED,RANDOM PCR,TRANSCRIPTOMIC,2509,995,Cucumis sativus,ILLUMINA,2017-11-23T00:00:00Z,SRS2712221,Cucumber_30DPA_RNA-seq_2,SRP102870,fruit flesh,30 days post anthesis,2,Chinese Long (line9930),,,
SRR6320536,RNA-Seq,300,PRJNA381300,SAMN08095297,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3420355,RNA-seq,China,Asia,China: Beijing,HiSeq X Ten,Grape_leaf_RNA-seq_2:PH094:RNA-seq:paired:HiSeqXTen,PAIRED,RANDOM PCR,TRANSCRIPTOMIC,3315,1310,Vitis vinifera,ILLUMINA,2017-11-23T00:00:00Z,SRS2712220,Grape_leaf_RNA-seq_2,SRP102870,leaf,not collected,2,Grapevine PN40024,,,
SRR6320537,RNA-Seq,300,PRJNA381300,SAMN08095298,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3420354,RNA-seq,China,Asia,China: Beijing,HiSeq X Ten,Grape_leaf_RNA-seq_3:PH094:RNA-seq:paired:HiSeqXTen,PAIRED,RANDOM PCR,TRANSCRIPTOMIC,2895,1148,Vitis vinifera,ILLUMINA,2017-11-23T00:00:00Z,SRS2712219,Grape_leaf_RNA-seq_3,SRP102870,leaf,not collected,3,Grapevine PN40024,,,
SRR6320538,RNA-Seq,300,PRJNA381300,SAMN08095299,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3420353,RNA-seq,China,Asia,China: Beijing,HiSeq X Ten,Grape_Friut_green_RNA-seq_2:PH095:RNA-seq:paired:HiSeqXTen,PAIRED,RANDOM PCR,TRANSCRIPTOMIC,1285,522,Vitis vinifera,ILLUMINA,2017-11-23T00:00:00Z,SRS2712218,Grape_Friut_green_RNA-seq_2,SRP102870,fruit flesh,immature,2,Grapevine PN40024,,,
SRR6320539,RNA-Seq,300,PRJNA381300,SAMN08095300,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3420352,RNA-seq,China,Asia,China: Beijing,HiSeq X Ten,Grape_Friut_break_RNA-seq_2:PH094:RNA-seq:paired:HiSeqXTen,PAIRED,RANDOM PCR,TRANSCRIPTOMIC,1747,703,Vitis vinifera,ILLUMINA,2017-11-23T00:00:00Z,SRS2712217,Grape_Friut_break_RNA-seq_2,SRP102870,fruit flesh,before veraison,2,Grapevine PN40024,,,
SRR6320540,RNA-Seq,300,PRJNA381300,SAMN08095301,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3420351,RNA-seq,China,Asia,China: Beijing,HiSeq X Ten,Grape_Friut_ripe_RNA-seq_2:PH094:RNA-seq:paired:HiSeqXTen,PAIRED,RANDOM PCR,TRANSCRIPTOMIC,1534,621,Vitis vinifera,ILLUMINA,2017-11-23T00:00:00Z,SRS2712216,Grape_Friut_ripe_RNA-seq_2,SRP102870,fruit flesh,ripe,2,Grapevine PN40024,,,
SRR6320541,ChIP-Seq,300,PRJNA381300,SAMN08095238,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3420350,H3K4me3 ChIP-seq,China,Asia,China: Guangzhou,HiSeq X Ten,Ma_old_leaf_H3K4me3_1:PH106:ChIP-seq:paired:HiSeqXTen,PAIRED,ChIP,GENOMIC,2363,961,Musa acuminata AAA Group,ILLUMINA,2017-11-23T00:00:00Z,SRS2712215,Ma_old_leaf_H3K4me3_1,SRP102870,leaf,old,1,Cavendish,,,
SRR6320542,ChIP-Seq,300,PRJNA381300,SAMN08095239,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3420349,H3K4me3 ChIP-seq,China,Asia,China: Guangzhou,HiSeq X Ten,Ma_young_leaf_H3K4me3_1:PH106:ChIP-seq:paired:HiSeqXTen,PAIRED,ChIP,GENOMIC,2460,970,Musa acuminata AAA Group,ILLUMINA,2017-11-23T00:00:00Z,SRS2712214,Ma_young_leaf_H3K4me3_1,SRP102870,leaf,young,1,Cavendish,,,
SRR6320543,ChIP-Seq,300,PRJNA381300,SAMN08095236,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3420348,H3K27ac ChIP-seq,China,Asia,China: Hong Kong,HiSeq X Ten,AC_leaf_H3K27ac_6:SZ002:ChIP-seq:paired:HiSeqXTen,PAIRED,ChIP,GENOMIC,10556,3857,Solanum lycopersicum,ILLUMINA,2017-11-23T00:00:00Z,SRS2712213,AC_leaf_H3K27ac_6,SRP102870,leaf,not collected,6,AC,,,
SRR6320544,ChIP-Seq,300,PRJNA381300,SAMN08095237,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3420347,H3K4me3 ChIP-seq,China,Asia,China: Guangzhou,HiSeq X Ten,Ma_adult_leaf_H3K4me3_1:PH106:ChIP-seq:paired:HiSeqXTen,PAIRED,ChIP,GENOMIC,2232,898,Musa acuminata AAA Group,ILLUMINA,2017-11-23T00:00:00Z,SRS2712212,Ma_adult_leaf_H3K4me3_1,SRP102870,leaf,adult,1,Cavendish,,,
SRR6320545,ChIP-Seq,300,PRJNA381300,SAMN08095234,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3420346,H3K27ac ChIP-seq,China,Asia,China: Hong Kong,HiSeq X Ten,AC_leaf_H3K27ac_4:SZ240316B:ChIP-seq:paired:HiSeqXTen,PAIRED,ChIP,GENOMIC,4885,1729,Solanum lycopersicum,ILLUMINA,2017-11-23T00:00:00Z,SRS2712211,AC_leaf_H3K27ac_4,SRP102870,leaf,not collected,4,AC,,,
SRR6320546,ChIP-Seq,300,PRJNA381300,SAMN08095235,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3420345,H3K27ac ChIP-seq,China,Asia,China: Hong Kong,HiSeq X Ten,AC_leaf_H3K27ac_5:SZ240316B:ChIP-seq:paired:HiSeqXTen,PAIRED,ChIP,GENOMIC,4023,1393,Solanum lycopersicum,ILLUMINA,2017-11-23T00:00:00Z,SRS2712210,AC_leaf_H3K27ac_5,SRP102870,leaf,not collected,5,AC,,,
SRR6320547,ChIP-Seq,296,PRJNA381300,SAMN08095232,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,ncbi,ncbi.public,SRX3420344,H3K27ac ChIP-seq,China,Asia,China: Hong Kong,HiSeq X Ten,AC_leaf_H3K27ac_2:SZ001:ChIP-seq:paired:HiSeqXTen,PAIRED,ChIP,GENOMIC,5981,2106,Solanum lycopersicum,ILLUMINA,2017-11-23T00:00:00Z,SRS2712209,AC_leaf_H3K27ac_2,SRP102870,leaf,not collected,2,AC,,,
SRR6320549,ChIP-Seq,300,PRJNA381300,SAMN08095240,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,ncbi,ncbi.public,SRX3420342,H3K4me3 ChIP-seq,China,Asia,China: Guangzhou,HiSeq X Ten,Ma_leaf_H3K4me3_1:PH035:ChIP-seq:paired:HiSeqXTen,PAIRED,ChIP,GENOMIC,6287,2670,Musa acuminata AAA Group,ILLUMINA,2017-11-23T00:00:00Z,SRS2712207,Ma_leaf_H3K4me3_1,SRP102870,leaf,not collected,1,Cavendish,,,
SRR6320550,ChIP-Seq,300,PRJNA381300,SAMN08095241,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3420341,H3K4me3 ChIP-seq,China,Asia,China: Guangzhou,HiSeq X Ten,Ma_pulp_S1_H3K4me3_1:PH066:ChIP-seq:paired:HiSeqXTen,PAIRED,ChIP,GENOMIC,3259,1340,Musa acuminata AAA Group,ILLUMINA,2017-11-23T00:00:00Z,SRS2712206,Ma_pulp_S1_H3K4me3_1,SRP102870,pulp,stage 1 of 4 (from immature to ripe),1,Cavendish,,,
SRR6320551,ChIP-Seq,300,PRJNA381300,SAMN08095201,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3420340,H3K27me3 ChIP-seq,China,Asia,China: Hong Kong,HiSeq X Ten,nor_47DPA_H3K27me3_4:PH082:ChIP-seq:paired:HiSeqXTen,PAIRED,ChIP,GENOMIC,1930,872,Solanum lycopersicum,ILLUMINA,2017-11-23T00:00:00Z,SRS2712205,nor_47DPA_H3K27me3_4,SRP102870,fruit flesh,47 days post anthesis,4,nor,,,
SRR6320552,ChIP-Seq,300,PRJNA381300,SAMN08095200,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3420339,H3K27me3 ChIP-seq,China,Asia,China: Xinjiang,HiSeq X Ten,Pear_Xinjiang_immature_H3K27me3_1:PH087:ChIP-seq:paired:HiSeqXTen,PAIRED,ChIP,GENOMIC,3136,1190,Pyrus x bretschneideri,ILLUMINA,2017-11-23T00:00:00Z,SRS2712204,Pear_Xinjiang_immature_H3K27me3_1,SRP102870,fruit flesh,immature,1,not collected,,,
SRR6320553,ChIP-Seq,300,PRJNA381300,SAMN08095195,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3420338,H3K27me3 ChIP-seq,China,Asia,China: Zhengzhou,HiSeq X Ten,Peach_Youtao_immature_H3K27me3_1:PH067:ChIP-seq:paired:HiSeqXTen,PAIRED,ChIP,GENOMIC,3195,1281,Prunus persica,ILLUMINA,2017-11-23T00:00:00Z,SRS2712203,Peach_Youtao_immature_H3K27me3_1,SRP102870,fruit flesh,immature,1,not collected,,,
SRR6320554,ChIP-Seq,300,PRJNA381300,SAMN08095194,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3420337,H3K27me3 ChIP-seq,China,Asia,China: Zhengzhou,HiSeq X Ten,Peach_NJC83_immature_H3K27me3_2:PH087:ChIP-seq:paired:HiSeqXTen,PAIRED,ChIP,GENOMIC,3773,1391,Prunus persica,ILLUMINA,2017-11-23T00:00:00Z,SRS2712201,Peach_NJC83_immature_H3K27me3_2,SRP102870,fruit flesh,immature,2,NJC 83,,,
SRR6320555,ChIP-Seq,300,PRJNA381300,SAMN08095193,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3420336,H3K27me3 ChIP-seq,China,Asia,China: Zhengzhou,HiSeq X Ten,Peach_NJC83_immature_H3K27me3_1:PH067:ChIP-seq:paired:HiSeqXTen,PAIRED,ChIP,GENOMIC,3338,1383,Prunus persica,ILLUMINA,2017-11-23T00:00:00Z,SRS2712202,Peach_NJC83_immature_H3K27me3_1,SRP102870,fruit flesh,immature,1,NJC 83,,,
SRR6320556,ChIP-Seq,300,PRJNA381300,SAMN08095192,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3420335,H3K27me3 ChIP-seq,China,Asia,China: Shandong,HiSeq X Ten,Apple_immature_H3K27me3_1:PH066:ChIP-seq:paired:HiSeqXTen,PAIRED,ChIP,GENOMIC,2905,1203,Malus domestica,ILLUMINA,2017-11-23T00:00:00Z,SRS2712200,Apple_immature_H3K27me3_1,SRP102870,fruit flesh,immature,1,Golden Delicious,,,
SRR6320557,ChIP-Seq,300,PRJNA381300,SAMN08095199,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3420334,H3K27me3 ChIP-seq,China,Asia,China: Shandong,HiSeq X Ten,Pear_Shandong_immature_H3K27me3_1:PH083:ChIP-seq:paired:HiSeqXTen,PAIRED,ChIP,GENOMIC,3498,1365,Pyrus x bretschneideri,ILLUMINA,2017-11-23T00:00:00Z,SRS2712197,Pear_Shandong_immature_H3K27me3_1,SRP102870,fruit flesh,immature,1,not collected,,,
SRR6320558,ChIP-Seq,300,PRJNA381300,SAMN08095198,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3420333,H3K27me3 ChIP-seq,China,Asia,China: Guangzhou,HiSeq X Ten,Pear_Y_immature_H3K27me3_1:PH083:ChIP-seq:paired:HiSeqXTen,PAIRED,ChIP,GENOMIC,5142,1991,Pyrus x bretschneideri,ILLUMINA,2017-11-23T00:00:00Z,SRS2712198,Pear_Y_immature_H3K27me3_1,SRP102870,fruit flesh,immature,1,Yali,,,
SRR6320559,ChIP-Seq,300,PRJNA381300,SAMN08095197,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3420332,H3K27me3 ChIP-seq,China,Asia,China: Anhui,HiSeq X Ten,Pear_D_leaf_H3K27me3_2:PH083:ChIP-seq:paired:HiSeqXTen,PAIRED,ChIP,GENOMIC,1555,606,Pyrus x bretschneideri,ILLUMINA,2017-11-23T00:00:00Z,SRS2712196,Pear_D_leaf_H3K27me3_2,SRP102870,leaf,not collected,2,Dangshanshuli,,,
